Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age
Bachelor,Together,39.898,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,67
Master,Single,64.857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,65
PhD,Married,59.892,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,51
Master,Single,41.02,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,34
PhD,Married,57.072,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,60
Bachelor,Single,60.474,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,42
Bachelor,Together,62.807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,61
Master,Together,19.414,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,40
Bachelor,Married,19.107,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,41
Master,Together,75.484,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,45
Master,Single,70.379,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,45
Master,Together,79.419,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,51
PhD,Together,64.014,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,75
Bachelor,Married,76.998,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,66
Master,Together,49.854,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,49
PhD,Married,60.585,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,50
PhD,Divorced,42.873,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,71
Bachelor,Together,87.679,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,33
Bachelor,Together,57.867,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,43
Bachelor,Married,35.765,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,31
Bachelor,Married,65.492,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,62
Bachelor,Divorced,32.952,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,44
PhD,Together,53.374,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,52
Bachelor,Together,71.706,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,62
Bachelor,Married,68.487,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,33
Master,Together,53.253,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,46
Master,Divorced,31.163,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,48
Bachelor,Married,42.014,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,44
Master,Married,54.108,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,48
PhD,Single,49.667,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,66
Master,Married,63.206,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,47
Master,Married,57.136,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,49
Master,Together,46.772,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,46
PhD,Married,78.931,0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,50
Bachelor,Together,53.977,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,63
Bachelor,Married,84.219,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,33
Master,Single,46.098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,46
Bachelor,Married,73.538,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,56
Bachelor,Married,79.529,0,0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,35
Master,Together,20.981,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,44
Bachelor,Single,51.766,1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,41
Bachelor,Married,55.759,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,59
Bachelor,Married,33.039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,43
Master,Married,37.787,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,49
Bachelor,Single,27.242,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,51
PhD,Single,87.188,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,38
Bachelor,Together,69.93,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,50
Bachelor,Single,37.697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,45
PhD,Married,37.401,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,48
Bachelor,Single,3.502,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,48
Bachelor,Married,58.597,1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,45
PhD,Widow,82.032,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,73
Bachelor,Together,28.087,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,63
PhD,Single,74.004,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,1,34
Bachelor,Together,19.74,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,61
Master,Married,57.036,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,46
Master,Together,53.083,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,63
PhD,Married,69.283,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,46
Master,Single,46.098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,46
Master,Married,23.331,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,33
Master,Single,23.331,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,33
Bachelor,Single,9.255,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,32
PhD,Widow,67.786,0,0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,62
PhD,Married,71.969,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,50
Master,Single,59.235,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,54
Bachelor,Together,31.928,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,32
Master,Together,74.881,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,60
Bachelor,Married,65.819,0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,43
PhD,Single,51.411,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,68
Bachelor,Divorced,51.983,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,57
Master,Together,42.386,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,35
Master,Married,30.39,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,34
Bachelor,Single,30.983,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1,58
Bachelor,Widow,66.033,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,64
Master,Married,37.284,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,46
Master,Divorced,57.53,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,70
Master,Married,76.8,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,56
Bachelor,Married,63.943,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,65
Bachelor,Together,76.081,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,59
Bachelor,Married,67.445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,47
Master,Married,37.054,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,54
Master,Together,47.175,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,0,1,59
Bachelor,Divorced,31.859,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,45
Bachelor,Divorced,27.215,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,60
PhD,Divorced,70.179,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,45
Bachelor,Married,39.922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,38
Master,Married,49.681,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,45
Bachelor,Married,24.645,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,33
Bachelor,Divorced,79.865,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,67
Bachelor,Married,44.322,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,36
Bachelor,Single,47.958,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,69
Master,Single,63.972,0,1,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,0,57
Bachelor,Together,75.315,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,67
PhD,Married,55.517,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,0,1,71
PhD,Married,75.283,1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,64
PhD,Single,82.8,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,75
Bachelor,Married,38.998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,67
Master,Single,90.638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,1,30
Master,Married,27.161,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,35
Bachelor,Married,42.014,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,44
PhD,Together,38.201,0,1,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,61
Bachelor,Together,45.203,2,0,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,0,1,39
PhD,Together,81.574,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0,74
Bachelor,Married,34.935,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,29
Master,Single,60.482,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,45
Bachelor,Together,34.633,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,65
Master,Together,78.093,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,74
Bachelor,Divorced,82.46,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,71
Master,Together,45.903,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,55
Bachelor,Divorced,81.361,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,1,34
PhD,Divorced,35.86,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,48
Master,Together,40.442,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,1,69
Bachelor,Married,61.482,0,0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0,56
Bachelor,Married,34.968,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,41
Bachelor,Married,75.794,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,34
PhD,Together,31.497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,59
Bachelor,Married,74.268,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,66
Basic,Together,13.724,1,0,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,0,33
Master,Together,45.143,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,56
PhD,Single,52.569,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,54
PhD,Single,48.432,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,1,48
Master,Together,17.144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,61
Bachelor,Single,36.108,1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0,37
Bachelor,Married,76.445,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,50
PhD,Married,36.663,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,46
Master,Married,53.843,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,56
Master,Married,90.226,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,65
Master,Divorced,70.638,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0,66
Bachelor,Together,44.512,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,61
Bachelor,Married,27.116,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,60
PhD,Married,54.072,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,0,58
Bachelor,Married,71.855,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,44
Master,Single,51.25,1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,31
Master,Married,60.432,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,48
PhD,Married,65.526,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,57
Bachelor,Single,68.655,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,33
Master,Married,12.393,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,43
Bachelor,Single,64.509,0,0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,1,31
Bachelor,Single,33.955,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,46
Bachelor,Married,31.353,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,1,44
Bachelor,Married,55.434,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,37
Bachelor,Together,28.359,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,38
Bachelor,Single,57.1,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,34
Bachelor,Married,69.139,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,56
Master,Married,52.973,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,65
PhD,Together,51.717,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,56
Bachelor,Married,18.793,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,50
Master,Together,66.664,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,39
Bachelor,Single,50.664,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,62
Bachelor,Together,54.414,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,58
PhD,Married,54.549,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,69
PhD,Widow,47.111,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,50
PhD,Divorced,41.003,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,58
Bachelor,Together,19.444,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,39
Master,Together,36.301,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,45
PhD,Together,73.059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,74
PhD,Together,42.731,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,52
PhD,Married,52.854,1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,62
Bachelor,Together,22.775,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,43
PhD,Together,46.681,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,73
PhD,Married,59.821,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,66
Bachelor,Divorced,50.002,0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,67
Bachelor,Married,69.755,0,0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,76
Bachelor,Married,44.078,1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,52
Master,Together,30.56,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,45
Master,Together,35.924,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,52
PhD,Divorced,64.14,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,1,57
Bachelor,Together,56.386,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,40
Basic,Together,24.594,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,42
Master,Together,75.774,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,40
Master,Divorced,39.228,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,61
Master,Married,58.494,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,47
Bachelor,Single,58.684,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,40
Bachelor,Divorced,57.136,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,54
PhD,Widow,56.551,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,71
Bachelor,Married,22.448,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,39
Bachelor,Single,82.014,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,1,60
Bachelor,Widow,34.213,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,58
Bachelor,Together,157.146,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,44
PhD,Widow,25.358,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,74
Master,Single,35.544,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,43
Master,Together,36.634,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,67
PhD,Married,62.67,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,67
Master,Together,50.334,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,49
Bachelor,Single,72.066,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,40
PhD,Single,50.729,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,63
Bachelor,Together,34.916,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,53
Bachelor,Divorced,64.892,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,45
Bachelor,Single,43.602,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,55
PhD,Single,33.996,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,32
Master,Single,41.473,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,36
PhD,Married,63.246,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,54
PhD,Married,36.732,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,62
PhD,Married,69.084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,51
PhD,Married,77.766,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,54
PhD,Single,37.929,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,36
Bachelor,Together,86.61,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,70
Master,Married,80.141,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,35
Master,Married,72.635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,66
Bachelor,Married,69.016,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,51
Master,Together,20.193,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,30
Bachelor,Married,27.573,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,46
Basic,Single,15.862,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,42
PhD,Married,49.544,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,45
Bachelor,Married,33.228,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,41
Bachelor,Together,70.44,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,43
Bachelor,Together,38.232,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,50
PhD,Married,22.554,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,66
PhD,Married,23.536,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,38
Bachelor,Married,49.413,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,69
Bachelor,Married,42.231,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,52
Master,Divorced,78.789,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,41
Bachelor,Together,56.534,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,53
Bachelor,Single,58.35,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,50
Bachelor,Single,81.217,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,32
Bachelor,Single,49.09,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,70
Master,Divorced,61.787,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,34
PhD,Married,18.169,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,36
Master,Single,24.336,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,40
Bachelor,Married,18.222,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,31
Bachelor,Divorced,62.335,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,69
Master,Together,42.033,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,50
PhD,Married,86.58,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,38
PhD,Divorced,41.437,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,64
Master,Widow,73.705,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,70
Bachelor,Married,61.064,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,45
Master,Married,38.452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,66
Bachelor,Single,18.358,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,32
PhD,Together,55.012,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,48
Basic,Together,9.722,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,48
PhD,Married,38.175,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,37
Master,Together,58.656,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,65
Bachelor,Together,52.117,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,56
Bachelor,Married,64.813,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,43
PhD,Married,54.222,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,48
Bachelor,Married,83.512,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,35
Master,Married,77.52,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,62
Bachelor,Together,41.154,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,43
Bachelor,Married,80.398,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,55
Basic,Single,18.746,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,29
Bachelor,Together,35.196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,37
Bachelor,Single,60.23,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,65
Bachelor,Married,22.108,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,44
Bachelor,Together,44.392,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,47
PhD,Married,55.424,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,45
Bachelor,Married,17.688,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,42
PhD,Married,92.491,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,38
